list_order,code,market,fund_name,latest_updated_prospectus_date,latest_prospectus_any_date,latest_product_summary_date,pcf_asof,pcf_rows,pcf_cash_flag,pcf_has_159900,prospectus_basis,creation_buy_deadline,redemption_sell_deadline,subscription_cash_substitution_mode,subscription_cash_substitution_settlement_time,subscription_fund_units_settlement_time,subscription_fund_units_available_time,cash_difference_announcement_time,cash_difference_clearing_time,cash_difference_settlement_time,subscription_cash_substitution_refund_time,redemption_fund_units_settlement_time,redemption_cash_substitution_mode,redemption_cash_substitution_arrival_time,rtgs_subscription,rtgs_basis,rtgs_note,same_day_netting_manager,same_day_netting_evidence,cash_difference_schedule,creation_cash_sub_schedule,redemption_cash_sub_schedule,overall_status,evidence_url,prospectus_file,prospectus_text_file,open_question
21,513060,SH,博时恒生医疗保健(QDII-ETF),2026-06-01,2026-06-01,2026-06-26,2026-09-09,91,必须,NO,updated,T+1,T+1,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日,T+2 日,T+5 日（指开放日）内,T 日,代收代付,T+7 日（指开放日）内,PASS,fund_document,算交收与登记模式及申购、赎回方式，或新增本基金的清算交收与登记模式并引入新的申购、赎回方式，详见“十、基金清算交收与登记模式的调整或新增”。 本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement）模式；赎回业务涉及的现金替代可采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 投资人 T 日提交的申购申请受理后，如交易记录已勾单且申购资金足额的，登记结算机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记结算机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。登记结算机构在 T+1 日办理现金差额的清,PENDING,not_found,T+2清算；T+2交收,T+5 日（指开放日）内，基金管理人将应退款和补款的明细及汇总数据发送给申购赎回代理机构，相关款项的交收于数据发送后的第 1 个工作日内完成,T 日赎回申请，T+1 日（指开放日）内（即 T 日及 T+1 日） 基金管理人根据赎回规模进行组合证券的代理卖出,PENDING,"https://fund.eastmoney.com/gonggao/513060,AN202605311823107582.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513060/513060_更新招募说明书_20260601.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513060/513060_更新招募说明书_20260601.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
22,520710,SH,广发中证港股通信息技术综合ETF,2026-06-15,2026-06-15,2026-06-01,2026-09-09,67,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T+1 日内,T+2 日,T+3 日（指港股通交易日）内,T 日,代收代付,自有效赎回申请之日起 7 个开放日内,PASS,fund_document,的交收方式已经认可。 根据本基金现行适用的清算交收和申赎处理规则，投资者当日申购的基金份额，清算交收完成后方可卖出和赎回，即T 日申购的ETF 份额且日间完成 RTGS（实时逐笔全额结算）交收，T 日可卖出与赎回， 而T 日申购的 ETF 份额且日终完成逐笔全额非担保交收的，T+1 日方可卖出和赎回；T 日买入的基金份额，T 日可以赎回或卖出。 由于登记结算机构对现金替代采取非净额结算交收模式，当投资者赎回申请被登记结算机构确认后，被赎回的基金份额即被记减，但此时投资者尚未收到赎回现金替代款。投资者投资本基金时需具有证券账户，证券账户是指上海证券交易所 A 股账户或上海证券交易所证券投资基金账户。 本基金以 1 元初始面值进行募集，在市场波动等因素的影响下，存在单位份额净值跌破,PENDING,not_found,T+1清算；T+2交收,T 日日终，基金管理人已买入的证券，依据申购现金替代保证金与被替代证券的实际买入成本（包括买入价格与相关交易费用）的差额，确定基金应退还投资者或投资者应补交的款项,T 日申购、赎回清单中公告 T 日预估现金部分,PENDING,"https://fund.eastmoney.com/gonggao/520710,AN202606141823552526.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520710/520710_更新招募说明书_20260615.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520710/520710_更新招募说明书_20260615.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
23,513240,SH,华安中证港股通信息技术综合ETF,,2026-04-10,,2026-09-09,67,必须,NO,initial_only,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日,T+2 日,T 日后的 3 个港股通交易日内,T 日,代收代付,T 日后的第 2 个港股通交收日后的第 2 个工作日内,PASS,fund_document,和基金份额的交收适用业务规则的规定和参与各方相关协议的有关规定。 本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement，简称RTGS） 模式； 赎回业务涉及的现金替代采用代收代付处理； 申购、 赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 1）申购的清算交收投资者 T 日申购后， 如交易记录已勾单且申购资金足额的， 登记机构在T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的， 登记机构在T 日日终根据资金是否足额办理基金份额及现金替代的清算交收， 并将结果发送给基金管理人、 申购赎回代理券商和基金托管人。 基金管理人在T+1 日办理现金差额的清算， 并将结果发送给申购赎回代理券商、 基金管理人和基,PASS,fund_specific_explicit,T+1清算；T+2交收,T 日在证券交易所无交易的， 取最近交易日的收盘价， 交易日无收盘价的， 取最后成交价） 计算被替代证券的单位结算成本， 在此基础上根据替代证券数量和申购现金替代保证金确定基金应退还投资者或投资者应补交的款项,T 日赎回申请， 基金管理人在收到赎回确认信息后， 根据赎回申请代理卖出被替代证券,PENDING,"https://fund.eastmoney.com/gonggao/513240,AN202604091821096315.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513240/513240_招募说明书_20260410.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513240/513240_招募说明书_20260410.txt,东财暂未找到更新招募书，继续监测
24,159105,SZ,易方达恒生生物科技ETF,2026-08-29,2026-08-29,2026-08-21,2026-09-09,31,必须,YES,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T 日,T+3 日内,T 日后的三个港股通交易日内,T 日,代收代付,自有效赎回申请之日起 7 个工作日内,PASS,fund_document,易结算风险、基金投资非公开信息泄露的风险等。 7、在目前结算规则下，投资者当日申购的基金份额，清算交收完成后方可卖出和赎回，即 T 日申购的基金份额且日间完成 RTGS（实时逐笔全额结算）交收的，T 日可卖出和赎回，而 T 日申购的基金份额且日终完成逐笔全额非担保交收的，T+1 日方可卖出和赎回； T 日竞价买入的基金份额，T 日可以卖出或赎回；T 日大宗买入的基金份额，T 日可以大宗卖出，T+1 日可以竞价卖出或赎回。 投资者投资于本基金前请认真阅读证券交易所和登记结算机构关于 ETF 的相关业务规则及其不时的更新，确保具备相关专业知识、清楚了解相关规则流程后方可参与本基金的申购、赎回及交易。投资者一旦申购或赎回本基金，即表示对基金申购和赎回所涉及的登记方式以及申购赎回所涉及现,PASS,fund_specific_explicit,T+?清算；T+3交收,T 日收盘价（折算为人民币，被替代证券当日在证券交易所无交易的，取最近交易日的收盘价,T 日内卖出组合证券中被替代的成份证券,PASS,"https://fund.eastmoney.com/gonggao/159105,AN202608291828675793.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159105/159105_更新招募说明书_20260829.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159105/159105_更新招募说明书_20260829.txt,
25,159711,SZ,华夏中证港股通50ETF,2026-05-29,2026-05-29,2026-05-29,2026-09-09,51,必须,YES,updated,T日内,T日内,招募书未直接说明,T 日收市后,T 日收市后,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1日,T+2 日,T 日后的第 2 个港股通交易日后的 2 个工作日内,T 日收市后,招募书未直接说明,自有效赎回申请之日起 7 个开放日内,PASS,applicable_SZ_cross_border_rule,招募书未直接出现 RTGS；按适用的交易所/中国结算跨境 ETF 规则，日间 RTGS 交收，按项目口径 PASS,PENDING,risk_or_non_operational,T+?清算；T+2交收,T 日在证券交易所无交易的，取最近交易日的收盘价,T 日赎回申请，T 日内，基金管理人根据赎回规模进行组合证券的代理卖出，通常情况下代理卖出在 T 日接近收盘时点完成,PENDING,"https://fund.eastmoney.com/gonggao/159711,AN202605281822949041.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159711/159711_更新招募说明书_20260529.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159711/159711_更新招募说明书_20260529.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单；招募书未直接写 RTGS，保留适用规则来源
26,159718,SZ,平安中证港股通医药卫生综合ETF,2026-07-08,2026-07-08,2026-07-08,2026-09-09,50,必须,YES,updated,T日内,T日内,日间 RTGS/实时逐笔全额；日间未完成时日终逐笔全额非担保交收,T日日间 RTGS/实时逐笔全额交收；日间未完成时 T日日终交收,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日,T+2 日,T+5 日（指开放日）内,T 日,代收代付,T+7 日（指开放日）内,PASS,fund_document,、现金替代、现金差额及其他对价的清算交收适用相关业务规则和参与各方相关协议及其不时修订的有关规定。 本基金现金申购业务中的现金替代采用逐笔全额结算（T 日日间 RTGS 交收 +T 日日终逐笔全额非担保交收）处理；现金赎回业务中的现金替代采用代收代付处理；现金申购、 赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 平安中证港股通医药卫生综合交易型开放式指数证券投资基金招募说明书（更新） 35 投资者 T 日现金申购后，登记机构在 T 日为投资者办理基金份额登记以及现金替代的交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人在 T+1 日办理现金差额的清算，在 T+2 日办理现金差额的交收。 投资者 T 日提交的现金赎回申请受理后，登记结算机构在 T,PENDING,not_found,T+2清算；T+2交收,T 日（指开放日）在证券交易所无交易的，取最近交易日的收盘价,T 日（指开放日）在证券交易所无交易的，取最近交易日的收盘价,PENDING,"https://fund.eastmoney.com/gonggao/159718,AN202607071826774004.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159718/159718_更新招募说明书_20260708.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159718/159718_更新招募说明书_20260708.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
27,513600,SH,南方恒指ETF,2025-11-25,2025-11-25,2026-01-09,2026-09-09,94,必须,NO,updated,T日内,T日内,招募书未直接说明,T日,T日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T日,T日,待人工复核,T日,代收代付,T+7 日（指开放日）内,PASS,fund_document,《业务规则》 和参与各方相关协议及其不时修订的有关规定。 本基金申购业务采用实时逐笔全额结算 （Real Time Gross Settlement， 以下简称RTGS） 模式；赎回业务涉及的现金替代可采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 投资者T日现金申购后，如交易记录已勾单且申购资金足额的，登记机构在T日日间实时办理基金份额及现金替代的交收；T日日间未进行勾单确认或日间资金不足的，登记机构在T日日终根据资金是否足额办理基金份额及现金替代的清算交收， 在T+1日办理现金差额的清算，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人与申购赎回代理券商在T+2日办理现金差额的交收。 投资者T 日赎回申请受理后，登记机构在,PENDING,not_found,T+1清算；T+1交收,T+2日内，基金管理人将应退款或补款与相关申购赎回代理机构办理交收,T+2日内，基金管理人将应退款或补款与相关申购赎回代理机构办理交收,PENDING,"https://fund.eastmoney.com/gonggao/513600,AN202511241787533206.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513600/513600_更新招募说明书_20251125.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513600/513600_更新招募说明书_20251125.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
28,159792,SZ,富国中证港股通互联网ETF,2026-08-18,2026-08-18,2026-08-18,2026-09-09,31,必须,YES,updated,T日内,T日内,招募书未直接说明,T日,T日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T+1日,T+2日,T 日后的 5 个工作日内,T日,代收代付,T 日后的第 4 个港股通交收日后的 1 个工作日内,PASS,fund_document,由投资者自行负责。 5、根据本基金现行适用的清算交收和申赎处理规则，投资者当日申购的基金份额，清算交收完成后方可卖出和赎回，即 T 日申购的基金份额且日间完成 RTGS（实时逐笔全额结算）交收的，T 日可卖出和赎回，而T 日申购的基金份额且日终完成逐笔全额非担保交收的，T+1 日方可卖出和赎回；T 日竞价买入的基金份额，T 日可以卖出或赎回；T 日大宗买入的基金份额，T 日可以大宗卖出， T+1 日可以竞价卖出或赎回。 6、投资有风险，投资者认购（或申购）基金时应认真阅读本招募说明书、 基金合同和基金产品资料概要等信息披露文件， 全面认识本基金产品的风险收益特征和产品特性， 自主判断基金的投资价值， 并根据自身的投资目的、 投资期限、 投资经验、 资产状况等判断本基金是否和自身的,PENDING,not_found,T+2清算；T+2交收,T 日后的 5 个工作日内， 基金管理人将应退款或补款与相关申购赎回代理机构办理交收,T 日赎回申请，T 日内基金管理人根据赎回规模进行组合证券的代理卖出,PENDING,"https://fund.eastmoney.com/gonggao/159792,AN202608171828057155.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159792/159792_更新招募说明书_20260818.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159792/159792_更新招募说明书_20260818.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
29,513810,SH,华夏中证香港内地国有企业ETF(QDII),2026-07-20,2026-07-20,2026-05-29,2026-09-09,40,必须,NO,updated,T+1,T+1,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+2 日,T+3 日,T+3 日（指上海证券交易所与香港交易所的共同交易日）内,T 日,招募书未直接说明,T+7 日（指开放日）内,PASS,applicable_SH_cross_border_rule,招募书未直接出现 RTGS；按适用的交易所/中国结算跨境 ETF 规则，日间 RTGS 交收，按项目口径 PASS,PENDING,risk_or_non_operational,T+3清算；T+3交收,T+1 日（指上海证券交易所和香港交易所的共同交易日）日终，基金管理人已买入的证券， 依据申购现金替代保证金与被替代证券的实际买入成本 （包括买入价格与相关交易费用） 的差额， 确定基金应退还投资者或投资者应补交的款项,T 日申购、赎回清单中公告 T 日预估现金部分,PENDING,"https://fund.eastmoney.com/gonggao/513810,AN202607191827112910.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513810/513810_更新招募说明书_20260720.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513810/513810_更新招募说明书_20260720.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单；招募书未直接写 RTGS，保留适用规则来源
30,513020,SH,国泰中证港股通科技ETF,2025-11-26,2025-11-26,2026-03-19,2026-09-09,50,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日内,T+2 日内,T 日后的三个港股通交收日内,T 日,代收代付,T 日后的第 3 个港股通交收日后的两个工作日内,PASS,fund_document,登记机构相关业务规则和参与各方相关协议及其不时修订的有关规定。 本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement，简称 RTGS）模式；赎回业务涉及的现金替代采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 国泰中证港股通科技交易型开放式指数证券投资基金更新招募说明书（2025 年第三号） 38 投资者 T 日现金申购后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。 基金管理人在 T+1 日内办理,PENDING,not_found,T+2清算；T+2交收,T 日后的三个港股通交收日内，基金管理人将应退款或补款与相关申购赎回代理券商办理交收,T 日后的三个港股通交收日内，基金管理人将应退款或补款与相关申购赎回代理券商办理交收,PENDING,"https://fund.eastmoney.com/gonggao/513020,AN202511251788156998.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513020/513020_更新招募说明书_20251126.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513020/513020_更新招募说明书_20251126.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
31,526000,SH,华夏中证港股通信息技术综合ETF,2026-06-30,2026-06-30,2026-06-30,2026-09-09,67,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T 日,T+2 日内,T 日后的第2 个港股通交易日后的 2 个工作日内,T 日,代收代付,T 日后的第 3 个港股通交易日后的第 2 个工作日内,PASS,fund_document,适用相关业务规则和参与各方相关协议及其不时修订的有关规定。 本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement，以下简称 RTGS） 模式； 赎回业务涉及的现金替代可采用代收代付处理； 申购、 赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 1）申购的清算交收投资者 T 日现金申购后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的， 登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、 申购赎回代理机构和基金托管人。 基金管理人在T+2 日内办理现金差额的交收。 2）赎回的清算交收投资者 T 日赎回申请,PENDING,risk_or_non_operational,T+1清算；T+2交收,T 日在证券交易所无交易的，取最近交易日的收盘价,T 日内， 基金管理人根据赎回规模进行被替代证券的代理卖出,PENDING,"https://fund.eastmoney.com/gonggao/526000,AN202606291826547117.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/526000/526000_更新招募说明书_20260630.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/526000/526000_更新招募说明书_20260630.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
32,159557,SZ,嘉实恒生医疗保健ETF(QDII),2026-01-23,2026-01-23,2026-06-25,2026-09-09,92,必须,YES,updated,T日内,T日内,日间 RTGS/实时逐笔全额；日间未完成时日终逐笔全额非担保交收,T日日间 RTGS/实时逐笔全额交收；日间未完成时 T日日终交收,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日,T+2 日,T+3 日（指开放日）内,T 日收市后,代收代付,T 日,PASS,fund_document,、现金替代、现金差额及其他对价的清算交收适用相关业务规则和参与各方相关协议及其不时修订的有关规定。 本基金现金申购业务中的现金替代采用逐笔全额结算（T 日日间 RTGS 交收+T 日日终逐笔全额非担保交收）处理；现金赎回业务中的现金替代采用代收代付处理；现金申购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 投资者 T 日现金申购后，正常情况下，如选择采用 RTGS 交收且申购资金足额的，登记结算机构在 T 日日间实时办理基金份额及现金替代的清算交收；T 日日间资金不足或不选择 RTGS 交收的，登记结算机构在 T 日收市后办理基金份额及现金替代的清算交收，并将结果嘉实恒生医疗保健交易型开放式指数证券投资基金（QDII）更新招募说明书（2026 年 01 月 23 日,PENDING,not_found,T+2清算；T+2交收,T+3 日（指开放日）内，基金管理人应将退款和补款的明细及汇总数据发送给登记结算机构，登记结算机构办理现金替代多退少补资金的清算，并将结果发送给相关申购赎回代理机构和基金托管人，相关款项的交收于数据发送后的第 1 个工作日内完成,T 日的赎回申请，基金管理人将在 T 日（指开放日）内卖出相应的成份证券,PENDING,"https://fund.eastmoney.com/gonggao/159557,AN202601221818277758.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159557/159557_更新招募说明书_20260123.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159557/159557_更新招募说明书_20260123.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
33,513210,SH,易方达恒生ETF(QDII),2026-01-31,2026-01-31,2026-08-11,2026-09-09,95,必须,NO,updated,T+1,T+1,招募书未直接说明,T 日,T 日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T+1 日内,T+2 日,T+1日后的第3个港股通交易日内,T 日收市后,代收代付,自有效赎回申请之日起 10 个工作日内,PASS,fund_document,格折溢价的风险。 7、根据本基金现行适用的清算交收和申赎处理规则，投资者当日申购的基金份额， 清算交收完成后方可卖出和赎回，即 T 日申购的基金份额且日间完成 RTGS（实时逐笔全额结算）交收，T 日可卖出和赎回，而 T 日申购的基金份额且日终完成逐笔全额非担保交收， T+1 日方可卖出和赎回；T 日买入的基金份额，T 日可以赎回或卖出。 投资者投资于本基金前请认真阅读证券交易所和登记结算机构关于 ETF 的相关业务规则及其不时的更新，确保具备相关专业知识、清楚了解相关规则流程后方可参与本基金的认购、申购、赎回及交易。投资者一旦认购、申购或赎回本基金，即表示对基金认购、申购和赎回所涉及的登记方式以及申购赎回所涉及现金替代、现金差额等相关的交收方式及业务规则已经认可。 8、本基金由,PASS,fund_specific_explicit,T+1清算；T+2交收,T+1 日在证券交易所无交易的，取最近交易日的收盘价）计算被替代证券的单位结算成本，在此基础上根据替代证券数量和申购现金替代保证金确定基金应退还投资者或投资者应补交的款项，若 T日后至T+1日期间发生除息、送股（转增）、配股等重要权益变动，则进行,T+1 日内卖出组合证券中被替代的香港证券,PASS,"https://fund.eastmoney.com/gonggao/513210,AN202601301818597885.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513210/513210_更新招募说明书_20260131.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513210/513210_更新招募说明书_20260131.txt,
